year,month,day,time,foF2,foF2_
2016,9,30,1,8.4,8.6
2016,9,30,2,7.1,7.9
2016,9,30,3,7.6,7.6
2016,9,30,4,7.6,7.5
2016,9,30,5,7.7,7.7
2016,9,30,6,11.1,11.1
2016,9,30,7,4.6,4.8
2016,9,30,8,3.2,3.5
2016,9,30,9,3.0,3.0
2016,9,30,10,3.8,3.8
2016,9,30,11,6.8,6.8
2016,9,30,12,7.3,7.3
2016,9,30,13,8.6,8.6
2016,9,30,14,9.9,9.9
2016,9,30,15,10.1,10.1
2016,9,30,16,11.1,11.1
2016,9,30,17,12.3,12.3
2016,9,30,18,13.7,13.7
2016,9,30,19,13.7,13.5
2016,9,30,20,12.5,12.5
2016,9,30,21,11.5,11.5
2016,9,30,22,11.6,11.6
2016,9,30,23,9.2,9.0
